question,answer
"What was the average household expenditure on Repairs and maintenance for owned living quarters for Population centre 500,000 to 999,999 in 2021?",$894.0
"What was the average household expenditure on Condominium fees for owned living quarters for Population centre 500,000 to 999,999 in 2021?",$316.0
"What was the average household expenditure on Property and school taxes for owned living quarters for Population centre 500,000 to 999,999 in 2021?",$2443.0
"What was the average household expenditure on Homeowners' insurance premiums for owned living quarters for Population centre 500,000 to 999,999 in 2021?",$870.0
"What was the average household expenditure on Other expenditures for owned living quarters for Population centre 500,000 to 999,999 in 2021?",$1049.0
"What was the average household expenditure on Commissions for sale of real estate owned by the household for Population centre 500,000 to 999,999 in 2021?",$nan
"What was the average household expenditure on Legal fees related to owned living quarters for Population centre 500,000 to 999,999 in 2021?",$92.0
"What was the average household expenditure on Mortgage insurance premiums for owned living quarters for Population centre 500,000 to 999,999 in 2021?",$266.0
"What was the average household expenditure on Registration fees, renewal fees and early renewal or closing penalties for owned living quarters for Population centre 500,000 to 999,999 in 2021?",$nan
"What was the average household expenditure on Transfer taxes and land registration fees for owned living quarters for Population centre 500,000 to 999,999 in 2021?",$231.0
"What was the average household expenditure on All other expenses related to owned living quarters (excluding repairs and maintenance) for Population centre 500,000 to 999,999 in 2021?",$nan
"What was the average household expenditure on Water, fuel and electricity for principal accommodation for Population centre 500,000 to 999,999 in 2021?",$2411.0
"What was the average household expenditure on Water and sewage for principal accommodation for Population centre 500,000 to 999,999 in 2021?",$533.0
"What was the average household expenditure on Electricity for principal accommodation for Population centre 500,000 to 999,999 in 2021?",$1316.0
"What was the average household expenditure on Natural gas for principal accommodation for Population centre 500,000 to 999,999 in 2021?",$450.0
"What was the average household expenditure on Other fuel for principal accommodation for Population centre 500,000 to 999,999 in 2021?",$111.0
"What was the average household expenditure on Other accommodation for Population centre 500,000 to 999,999 in 2021?",$1328.0
"What was the average household expenditure on Owned secondary residences for Population centre 500,000 to 999,999 in 2021?",$856.0
"What was the average household expenditure on Mortgage paid for owned secondary residences for Population centre 500,000 to 999,999 in 2021?",$nan
"What was the average household expenditure on Property and school taxes, water and sewage charges for owned secondary residences for Population centre 500,000 to 999,999 in 2021?",$183.0
"What was the average household expenditure on Insurance premiums for owned secondary residences for Population centre 500,000 to 999,999 in 2021?",$68.0
"What was the average household expenditure on Electricity and fuel (e.g. natural gas and wood) for owned secondary residences for Population centre 500,000 to 999,999 in 2021?",$78.0
"What was the average household expenditure on Communication and home security services (e.g. landline telephone, television, satellite radio and Internet) for owned secondary residences for Population centre 500,000 to 999,999 in 2021?",$19.0
"What was the average household expenditure on Other expenses for owned secondary residences for Population centre 500,000 to 999,999 in 2021?",$269.0
"What was the average household expenditure on Other owned properties for Population centre 500,000 to 999,999 in 2021?",$130.0
"What was the average household expenditure on Accommodation away from home for Population centre 500,000 to 999,999 in 2021?",$343.0
"What was the average household expenditure on Hotels and motels for Population centre 500,000 to 999,999 in 2021?",$127.0
"What was the average household expenditure on Other accommodation away from home for Population centre 500,000 to 999,999 in 2021?",$215.0
"What was the average household expenditure on Household operations for Population centre 500,000 to 999,999 in 2021?",$5172.0
"What was the average household expenditure on Communications for Population centre 500,000 to 999,999 in 2021?",$2896.0
"What was the average household expenditure on Telephone for Population centre 500,000 to 999,999 in 2021?",$1736.0
"What was the average household expenditure on Landline telephone services for Population centre 500,000 to 999,999 in 2021?",$210.0
"What was the average household expenditure on Cell phone and pager services for Population centre 500,000 to 999,999 in 2021?",$1223.0
"What was the average household expenditure on Purchase of telephones and equipment for Population centre 500,000 to 999,999 in 2021?",$303.0
"What was the average household expenditure on Internet access services for Population centre 500,000 to 999,999 in 2021?",$865.0
"What was the average household expenditure on Digital services for Population centre 500,000 to 999,999 in 2021?",$165.0
"What was the average household expenditure on Postal, courier, delivery and other communication services for Population centre 500,000 to 999,999 in 2021?",$129.0
"What was the average household expenditure on Domestic and other custodial services (excluding child care) for Population centre 500,000 to 999,999 in 2021?",$102.0
"What was the average household expenditure on Pet expenses for Population centre 500,000 to 999,999 in 2021?",$639.0
"What was the average household expenditure on Pet food and pet-related goods for Population centre 500,000 to 999,999 in 2021?",$307.0
"What was the average household expenditure on Purchase of pets for Population centre 500,000 to 999,999 in 2021?",$75.0
"What was the average household expenditure on Veterinarian and other services for Population centre 500,000 to 999,999 in 2021?",$257.0
"What was the average household expenditure on Household cleaning supplies and equipment for Population centre 500,000 to 999,999 in 2021?",$241.0
"What was the average household expenditure on Detergent and other soaps for Population centre 500,000 to 999,999 in 2021?",$79.0
"What was the average household expenditure on Cleaning equipment (non-electric) for Population centre 500,000 to 999,999 in 2021?",$nan
"What was the average household expenditure on Other household cleaning supplies for Population centre 500,000 to 999,999 in 2021?",$109.0
"What was the average household expenditure on Paper, plastic and foil supplies for Population centre 500,000 to 999,999 in 2021?",$288.0
"What was the average household expenditure on Stationery (excluding school supplies) for Population centre 500,000 to 999,999 in 2021?",$92.0
"What was the average household expenditure on Other paper supplies for Population centre 500,000 to 999,999 in 2021?",$132.0
"What was the average household expenditure on Plastic and foil supplies for Population centre 500,000 to 999,999 in 2021?",$64.0
"What was the average household expenditure on Garden supplies and services for Population centre 500,000 to 999,999 in 2021?",$598.0
"What was the average household expenditure on Nursery and greenhouse stock, cut flowers, decorative plants and planting seeds for Population centre 500,000 to 999,999 in 2021?",$330.0
"What was the average household expenditure on Fertilizers, herbicides, insecticides, pesticides, soil and soil conditioners for Population centre 500,000 to 999,999 in 2021?",$90.0
"What was the average household expenditure on Groundskeeping services, snow and garbage removal for Population centre 500,000 to 999,999 in 2021?",$178.0
"What was the average household expenditure on Other household supplies for Population centre 500,000 to 999,999 in 2021?",$139.0
"What was the average household expenditure on Child care for Population centre 500,000 to 999,999 in 2021?",$270.0
"What was the average household expenditure on Child care outside the home for Population centre 500,000 to 999,999 in 2021?",$233.0
"What was the average household expenditure on Child care in the home (regular and occasional) for Population centre 500,000 to 999,999 in 2021?",$nan
"What was the average household expenditure on Household furnishings and equipment for Population centre 500,000 to 999,999 in 2021?",$3443.0
"What was the average household expenditure on Household furnishings for Population centre 500,000 to 999,999 in 2021?",$1585.0
"What was the average household expenditure on Furniture for Population centre 500,000 to 999,999 in 2021?",$985.0
"What was the average household expenditure on Rugs, mats and underpadding for Population centre 500,000 to 999,999 in 2021?",$82.0
"What was the average household expenditure on Works of art, carvings and other decorative ware for Population centre 500,000 to 999,999 in 2021?",$134.0
"What was the average household expenditure on Linens for Population centre 500,000 to 999,999 in 2021?",$211.0
"What was the average household expenditure on Other household furnishings (curtains, mirrors and picture frames) for Population centre 500,000 to 999,999 in 2021?",$nan
"What was the average household expenditure on Household equipment for Population centre 500,000 to 999,999 in 2021?",$1618.0
"What was the average household expenditure on Household appliances for Population centre 500,000 to 999,999 in 2021?",$654.0
"What was the average household expenditure on Refrigerators and freezers for Population centre 500,000 to 999,999 in 2021?",$160.0
"What was the average household expenditure on Microwave ovens and cooking appliances for Population centre 500,000 to 999,999 in 2021?",$170.0
"What was the average household expenditure on Washers, dryers and dishwashers for Population centre 500,000 to 999,999 in 2021?",$147.0
"What was the average household expenditure on Room air conditioners, portable humidifiers and dehumidifiers for Population centre 500,000 to 999,999 in 2021?",$112.0
"What was the average household expenditure on Other electric equipment and appliances (including parts and attachments) for Population centre 500,000 to 999,999 in 2021?",$nan
"What was the average household expenditure on Other household equipment for Population centre 500,000 to 999,999 in 2021?",$964.0
"What was the average household expenditure on Home and workshop tools and equipment for Population centre 500,000 to 999,999 in 2021?",$216.0
"What was the average household expenditure on Lawn, garden and snow-removal equipment and tools for Population centre 500,000 to 999,999 in 2021?",$316.0
"What was the average household expenditure on Non-electric kitchen and cooking equipment for Population centre 500,000 to 999,999 in 2021?",$92.0
"What was the average household expenditure on Other household equipment, parts and accessories for Population centre 500,000 to 999,999 in 2021?",$339.0
"What was the average household expenditure on Maintenance, rental, repairs and services related to household furnishings and equipment for Population centre 500,000 to 999,999 in 2021?",$132.0
"What was the average household expenditure on Services related to household furnishings and equipment for Population centre 500,000 to 999,999 in 2021?",$108.0
"What was the average household expenditure on Rental of heating equipment for Population centre 500,000 to 999,999 in 2021?",$62.0
"What was the average household expenditure on Home security services for Population centre 500,000 to 999,999 in 2021?",$46.0
"What was the average household expenditure on Clothing and accessories for Population centre 500,000 to 999,999 in 2021?",$2188.0
"What was the average household expenditure on Women's and girls' wear (women and girls aged 14 years and over) for Population centre 500,000 to 999,999 in 2021?",$796.0
"What was the average household expenditure on Clothing (women and girls aged 14 years and over) for Population centre 500,000 to 999,999 in 2021?",$573.0
"What was the average household expenditure on Footwear (women and girls aged 14 years and over) for Population centre 500,000 to 999,999 in 2021?",$224.0
"What was the average household expenditure on Men's and boys' wear (men and boys aged 14 years and over) for Population centre 500,000 to 999,999 in 2021?",$537.0
"What was the average household expenditure on Clothing (men and boys aged 14 years and over) for Population centre 500,000 to 999,999 in 2021?",$364.0
"What was the average household expenditure on Footwear (men and boys aged 14 years and over) for Population centre 500,000 to 999,999 in 2021?",$173.0
"What was the average household expenditure on Children's wear (children under 14 years of age) for Population centre 500,000 to 999,999 in 2021?",$348.0
"What was the average household expenditure on Clothing and cloth diapers (children under 14 years of age) for Population centre 500,000 to 999,999 in 2021?",$259.0
"What was the average household expenditure on Footwear (children under 14 years of age) for Population centre 500,000 to 999,999 in 2021?",$89.0
"What was the average household expenditure on Athletic footwear for Population centre 500,000 to 999,999 in 2021?",$134.0
"What was the average household expenditure on Accessories for Population centre 500,000 to 999,999 in 2021?",$108.0
"What was the average household expenditure on Watches and jewellery for Population centre 500,000 to 999,999 in 2021?",$107.0
"What was the average household expenditure on Clothing material, yarn, thread and other notions for Population centre 500,000 to 999,999 in 2021?",$49.0
"What was the average household expenditure on Clothing services for Population centre 500,000 to 999,999 in 2021?",$109.0
"What was the average household expenditure on Laundromats, dry-cleaning and laundry services for Population centre 500,000 to 999,999 in 2021?",$48.0
"What was the average household expenditure on Services for clothing, footwear and jewellery for Population centre 500,000 to 999,999 in 2021?",$61.0
"What was the average household expenditure on Transportation for Population centre 500,000 to 999,999 in 2021?",$10003.0
"What was the average household expenditure on Private transportation for Population centre 500,000 to 999,999 in 2021?",$9476.0
"What was the average household expenditure on Private use automobiles, vans and trucks for Population centre 500,000 to 999,999 in 2021?",$4655.0
"What was the average household expenditure on Purchase of automobiles, vans and trucks for Population centre 500,000 to 999,999 in 2021?",$4078.0
"What was the average household expenditure on Automobiles (purchase) for Population centre 500,000 to 999,999 in 2021?",$1460.0
"What was the average household expenditure on Vans (including mini-vans, purchase) for Population centre 500,000 to 999,999 in 2021?",$nan
"What was the average household expenditure on Trucks (including sport utility vehicles, purchase) for Population centre 500,000 to 999,999 in 2021?",$2485.0
"What was the average household expenditure on Accessories for automobiles, vans and trucks for Population centre 500,000 to 999,999 in 2021?",$50.0
"What was the average household expenditure on Fees for leased automobiles, vans and trucks for Population centre 500,000 to 999,999 in 2021?",$527.0
"What was the average household expenditure on Regular fees for leased automobiles, vans and trucks for Population centre 500,000 to 999,999 in 2021?",$511.0
"What was the average household expenditure on Regular fees for leased automobiles for Population centre 500,000 to 999,999 in 2021?",$186.0
"What was the average household expenditure on Regular fees for leased vans and trucks for Population centre 500,000 to 999,999 in 2021?",$324.0
"What was the average household expenditure on Other costs for leased automobiles, vans and trucks (include down payment and closing costs) for Population centre 500,000 to 999,999 in 2021?",$nan
"What was the average household expenditure on Rented automobiles, vans and trucks for Population centre 500,000 to 999,999 in 2021?",$19.0
"What was the average household expenditure on Automobile, van and truck operations for Population centre 500,000 to 999,999 in 2021?",$4802.0
"What was the average household expenditure on Registration fees for automobiles, vans and trucks (including insurance if part of registration) for Population centre 500,000 to 999,999 in 2021?",$640.0
"What was the average household expenditure on Private and public vehicle insurance premiums for Population centre 500,000 to 999,999 in 2021?",$898.0
"What was the average household expenditure on Tires, batteries, and other parts and supplies for vehicles for Population centre 500,000 to 999,999 in 2021?",$292.0
"What was the average household expenditure on Maintenance and repairs of vehicles for Population centre 500,000 to 999,999 in 2021?",$770.0
"What was the average household expenditure on Vehicle operation, security and communication services for Population centre 500,000 to 999,999 in 2021?",$44.0
"What was the average household expenditure on Gas and other fuels (all vehicles and tools) for Population centre 500,000 to 999,999 in 2021?",$1902.0
"What was the average household expenditure on Parking (excluding parking fees included in rent and traffic and parking tickets) for Population centre 500,000 to 999,999 in 2021?",$163.0
"What was the average household expenditure on Drivers' licences and tests, and driving lessons for Population centre 500,000 to 999,999 in 2021?",$93.0
"What was the average household expenditure on Drivers' licences and tests for Population centre 500,000 to 999,999 in 2021?",$76.0
"What was the average household expenditure on Driving lessons for Population centre 500,000 to 999,999 in 2021?",$17.0
"What was the average household expenditure on Public transportation for Population centre 500,000 to 999,999 in 2021?",$527.0
"What was the average household expenditure on City or commuter bus, subway, streetcar and commuter train for Population centre 500,000 to 999,999 in 2021?",$128.0
"What was the average household expenditure on Taxi (including tips) for Population centre 500,000 to 999,999 in 2021?",$43.0
"What was the average household expenditure on Peer-to-peer ride services for Population centre 500,000 to 999,999 in 2021?",$43.0
"What was the average household expenditure on Other local passenger transportation for Population centre 500,000 to 999,999 in 2021?",$15.0
"What was the average household expenditure on Airplane for Population centre 500,000 to 999,999 in 2021?",$190.0
"What was the average household expenditure on Inter-city bus for Population centre 500,000 to 999,999 in 2021?",$nan
"What was the average household expenditure on Other inter-city passenger transportation services for Population centre 500,000 to 999,999 in 2021?",$11.0
"What was the average household expenditure on Household moving and storage services for Population centre 500,000 to 999,999 in 2021?",$96.0
"What was the average household expenditure on Health care for Population centre 500,000 to 999,999 in 2021?",$2795.0
"What was the average household expenditure on Direct health care costs to household for Population centre 500,000 to 999,999 in 2021?",$1990.0
"What was the average household expenditure on Prescribed medicines, pharmaceutical products and cannabis for medical use for Population centre 500,000 to 999,999 in 2021?",$457.0
"What was the average household expenditure on Prescribed medicines and pharmaceutical products for Population centre 500,000 to 999,999 in 2021?",$446.0
"What was the average household expenditure on Cannabis for medical use for Population centre 500,000 to 999,999 in 2021?",$nan
"What was the average household expenditure on Non-prescribed medicines, pharmaceutical products, health care supplies and equipment for Population centre 500,000 to 999,999 in 2021?",$431.0
"What was the average household expenditure on Health care services for Population centre 500,000 to 999,999 in 2021?",$296.0
"What was the average household expenditure on Health care practitioners (excluding general practitioners and specialists) for Population centre 500,000 to 999,999 in 2021?",$161.0
"What was the average household expenditure on Health care by general practitioners and specialists for Population centre 500,000 to 999,999 in 2021?",$42.0
"What was the average household expenditure on Weight control programs, smoking cessation programs and other medical services for Population centre 500,000 to 999,999 in 2021?",$23.0
"What was the average household expenditure on Hospital care, nursing homes and other residential care facilities for Population centre 500,000 to 999,999 in 2021?",$nan
"What was the average household expenditure on Eye-care goods and services for Population centre 500,000 to 999,999 in 2021?",$234.0
"What was the average household expenditure on Prescription eye wear for Population centre 500,000 to 999,999 in 2021?",$156.0
"What was the average household expenditure on Non-prescription eye wear and other eye-care goods for Population centre 500,000 to 999,999 in 2021?",$nan
"What was the average household expenditure on Eye-care services (e.g. surgery, exams) for Population centre 500,000 to 999,999 in 2021?",$54.0
"What was the average household expenditure on Dental services for Population centre 500,000 to 999,999 in 2021?",$571.0
"What was the average household expenditure on Private health insurance plan premiums for Population centre 500,000 to 999,999 in 2021?",$806.0
"What was the average household expenditure on Private health and dental plan premiums for Population centre 500,000 to 999,999 in 2021?",$653.0
"What was the average household expenditure on Accident or disability insurance premiums for Population centre 500,000 to 999,999 in 2021?",$153.0
"What was the average household expenditure on Personal care for Population centre 500,000 to 999,999 in 2021?",$1467.0
"What was the average household expenditure on Personal care products for Population centre 500,000 to 999,999 in 2021?",$760.0
"What was the average household expenditure on Hair care products for Population centre 500,000 to 999,999 in 2021?",$93.0
"What was the average household expenditure on Makeup, skin care, manicure and fragrance products for Population centre 500,000 to 999,999 in 2021?",$293.0
"What was the average household expenditure on Makeup, skin care and manicure products for Population centre 500,000 to 999,999 in 2021?",$251.0
"What was the average household expenditure on Fragrance products for Population centre 500,000 to 999,999 in 2021?",$nan
"What was the average household expenditure on Personal deodorants for Population centre 500,000 to 999,999 in 2021?",$nan
"What was the average household expenditure on Body soaps for Population centre 500,000 to 999,999 in 2021?",$nan
"What was the average household expenditure on Oral hygiene products for Population centre 500,000 to 999,999 in 2021?",$47.0
"What was the average household expenditure on Disposable diapers for Population centre 500,000 to 999,999 in 2021?",$nan
"What was the average household expenditure on Other personal care supplies and equipment for Population centre 500,000 to 999,999 in 2021?",$164.0
"What was the average household expenditure on Personal care services for Population centre 500,000 to 999,999 in 2021?",$707.0
"What was the average household expenditure on Hair grooming services for Population centre 500,000 to 999,999 in 2021?",$509.0
"What was the average household expenditure on Other personal care services for Population centre 500,000 to 999,999 in 2021?",$198.0
"What was the average household expenditure on Recreation for Population centre 500,000 to 999,999 in 2021?",$4616.0
"What was the average household expenditure on Recreational equipment and related services for Population centre 500,000 to 999,999 in 2021?",$2077.0
"What was the average household expenditure on Sports, athletic and recreational equipment and related services for Population centre 500,000 to 999,999 in 2021?",$166.0
"What was the average household expenditure on Outdoor play equipment and accessories for Population centre 500,000 to 999,999 in 2021?",$nan
"What was the average household expenditure on Children's toys for Population centre 500,000 to 999,999 in 2021?",$175.0
"What was the average household expenditure on Video game systems and accessories (excluding for computers) for Population centre 500,000 to 999,999 in 2021?",$nan
"What was the average household expenditure on Art and craft materials for Population centre 500,000 to 999,999 in 2021?",$nan
"What was the average household expenditure on Computer equipment and supplies for Population centre 500,000 to 999,999 in 2021?",$947.0
"What was the average household expenditure on Computer hardware for Population centre 500,000 to 999,999 in 2021?",$462.0
"What was the average household expenditure on Computer software and video game systems for Population centre 500,000 to 999,999 in 2021?",$nan
"What was the average household expenditure on Computer supplies and other equipment for Population centre 500,000 to 999,999 in 2021?",$nan
"What was the average household expenditure on Tablet computers for Population centre 500,000 to 999,999 in 2021?",$135.0
"What was the average household expenditure on E-Book readers for Population centre 500,000 to 999,999 in 2021?",$5.0
"What was the average household expenditure on Wearable electronic devices for Population centre 500,000 to 999,999 in 2021?",$88.0
"What was the average household expenditure on Photographic goods and services for Population centre 500,000 to 999,999 in 2021?",$103.0
"What was the average household expenditure on Camcorders, cameras, parts, accessories and related equipment for Population centre 500,000 to 999,999 in 2021?",$39.0
"What was the average household expenditure on Photographic services for Population centre 500,000 to 999,999 in 2021?",$65.0
"What was the average household expenditure on Other recreational equipment for Population centre 500,000 to 999,999 in 2021?",$nan
"What was the average household expenditure on Home entertainment equipment and services for Population centre 500,000 to 999,999 in 2021?",$383.0
"What was the average household expenditure on Home entertainment equipment for Population centre 500,000 to 999,999 in 2021?",$341.0
"What was the average household expenditure on Audio equipment and home theatre systems for Population centre 500,000 to 999,999 in 2021?",$101.0
"What was the average household expenditure on Video equipment for Population centre 500,000 to 999,999 in 2021?",$209.0
"What was the average household expenditure on DVD players, Blu-Ray players and other video equipment and accessories for Population centre 500,000 to 999,999 in 2021?",$29.0
"What was the average household expenditure on Televisions for Population centre 500,000 to 999,999 in 2021?",$179.0
"What was the average household expenditure on Pre-recorded media, music downloads and blank audio and video media for Population centre 500,000 to 999,999 in 2021?",$nan
"What was the average household expenditure on Home entertainment services for Population centre 500,000 to 999,999 in 2021?",$42.0
"What was the average household expenditure on Rental of videotapes, DVDs and video games for Population centre 500,000 to 999,999 in 2021?",$nan
"What was the average household expenditure on Rental, maintenance, repair and services related to computers, phones, audio, video and other electronic equipment for Population centre 500,000 to 999,999 in 2021?",$41.0
"What was the average household expenditure on Recreational services for Population centre 500,000 to 999,999 in 2021?",$1222.0
"What was the average household expenditure on Entertainment for Population centre 500,000 to 999,999 in 2021?",$659.0
"What was the average household expenditure on Movie theatres for Population centre 500,000 to 999,999 in 2021?",$nan
"What was the average household expenditure on Live sporting and performing arts events for Population centre 500,000 to 999,999 in 2021?",$nan
"What was the average household expenditure on Admission fees to museums, zoos and other sites for Population centre 500,000 to 999,999 in 2021?",$nan
"What was the average household expenditure on Television and satellite radio services (including installation, service and pay TV charges) for Population centre 500,000 to 999,999 in 2021?",$528.0
"What was the average household expenditure on Use of recreational facilities and fees for other recreational activities for Population centre 500,000 to 999,999 in 2021?",$323.0
"What was the average household expenditure on Dues and fees for sports and recreational activities and athletic and recreational facilities for Population centre 500,000 to 999,999 in 2021?",$267.0
"What was the average household expenditure on Children's camps for Population centre 500,000 to 999,999 in 2021?",$56.0
"What was the average household expenditure on Package trips for Population centre 500,000 to 999,999 in 2021?",$193.0
"What was the average household expenditure on Other recreational services for Population centre 500,000 to 999,999 in 2021?",$47.0
"What was the average household expenditure on Recreational vehicles and associated services for Population centre 500,000 to 999,999 in 2021?",$934.0
"What was the average household expenditure on Purchase of recreational vehicles for Population centre 500,000 to 999,999 in 2021?",$658.0
"What was the average household expenditure on Motorcycles and snowmobiles (purchase) for Population centre 500,000 to 999,999 in 2021?",$69.0
"What was the average household expenditure on All-terrain vehicles (purchase) for Population centre 500,000 to 999,999 in 2021?",$nan
"What was the average household expenditure on Bicycles (purchase) for Population centre 500,000 to 999,999 in 2021?",$103.0
"What was the average household expenditure on Other recreational vehicles (purchase) for Population centre 500,000 to 999,999 in 2021?",$nan
"What was the average household expenditure on Operation of recreational vehicles for Population centre 500,000 to 999,999 in 2021?",$276.0
"What was the average household expenditure on Insurance premiums for recreational vehicles for Population centre 500,000 to 999,999 in 2021?",$36.0
"What was the average household expenditure on Registration fees and licences for recreational vehicles for Population centre 500,000 to 999,999 in 2021?",$34.0
"What was the average household expenditure on Parking, storage fees and other dues for Population centre 500,000 to 999,999 in 2021?",$42.0
"What was the average household expenditure on Other expenses for recreational vehicles for Population centre 500,000 to 999,999 in 2021?",$165.0
"What was the average household expenditure on Education for Population centre 500,000 to 999,999 in 2021?",$1667.0
"What was the average household expenditure on Tuition fees for Population centre 500,000 to 999,999 in 2021?",$1538.0
"What was the average household expenditure on Tuition fees for kindergarten, elementary and secondary schools for Population centre 500,000 to 999,999 in 2021?",$216.0
"What was the average household expenditure on Tuition fees for university for Population centre 500,000 to 999,999 in 2021?",$884.0
"What was the average household expenditure on Tuition fees for other training (college, trade and professional institutions) for Population centre 500,000 to 999,999 in 2021?",$216.0
"What was the average household expenditure on Other educational services for Population centre 500,000 to 999,999 in 2021?",$nan
"What was the average household expenditure on Personal interest courses and lessons (excluding driving lessons) for Population centre 500,000 to 999,999 in 2021?",$168.0
"What was the average household expenditure on Textbooks and school supplies for Population centre 500,000 to 999,999 in 2021?",$128.0
"What was the average household expenditure on Reading materials and other printed matter for Population centre 500,000 to 999,999 in 2021?",$240.0
"What was the average household expenditure on Newspapers for Population centre 500,000 to 999,999 in 2021?",$nan
"What was the average household expenditure on Magazines and periodicals for Population centre 500,000 to 999,999 in 2021?",$nan
"What was the average household expenditure on Books and E-Books (excluding school books) for Population centre 500,000 to 999,999 in 2021?",$118.0
"What was the average household expenditure on Maps, sheet music and other printed matter for Population centre 500,000 to 999,999 in 2021?",$2.0
"What was the average household expenditure on Services related to reading materials (e.g. photocopying, library fees) for Population centre 500,000 to 999,999 in 2021?",$27.0
"What was the average household expenditure on Tobacco products, alcoholic beverages and cannabis for non-medical use for Population centre 500,000 to 999,999 in 2021?",$1579.0
"What was the average household expenditure on Tobacco products and smokers' supplies for Population centre 500,000 to 999,999 in 2021?",$487.0
"What was the average household expenditure on Cigarettes for Population centre 500,000 to 999,999 in 2021?",$434.0
"What was the average household expenditure on Other tobacco products, smokers' supplies and e-cigarettes for Population centre 500,000 to 999,999 in 2021?",$54.0
"What was the average household expenditure on Cannabis for non-medical use for Population centre 500,000 to 999,999 in 2021?",$152.0
"What was the average household expenditure on Alcoholic beverages for Population centre 500,000 to 999,999 in 2021?",$941.0
"What was the average household expenditure on Alcoholic beverages served on licensed premises and in restaurants for Population centre 500,000 to 999,999 in 2021?",$187.0
"What was the average household expenditure on Alcoholic beverages purchased from stores for Population centre 500,000 to 999,999 in 2021?",$753.0
"What was the average household expenditure on Self-made alcoholic beverages for Population centre 500,000 to 999,999 in 2021?",$nan
"What was the average household expenditure on Games of chance for Population centre 500,000 to 999,999 in 2021?",$183.0
"What was the average household expenditure on Government-run lotteries for Population centre 500,000 to 999,999 in 2021?",$157.0
"What was the average household expenditure on Other games of chance for Population centre 500,000 to 999,999 in 2021?",$nan
"What was the average household expenditure on Casinos, bingos and gaming machines for Population centre 500,000 to 999,999 in 2021?",$nan
"What was the average household expenditure on Non-government lotteries and raffle tickets for Population centre 500,000 to 999,999 in 2021?",$nan
"What was the average household expenditure on Miscellaneous expenditures for Population centre 500,000 to 999,999 in 2021?",$1535.0
"What was the average household expenditure on Financial services for Population centre 500,000 to 999,999 in 2021?",$656.0
"What was the average household expenditure on Service charges for banks and other financial institutions for Population centre 500,000 to 999,999 in 2021?",$142.0
"What was the average household expenditure on Administration fees for brokers and stock and bond commissions for Population centre 500,000 to 999,999 in 2021?",$375.0
"What was the average household expenditure on Other financial services for Population centre 500,000 to 999,999 in 2021?",$140.0
"What was the average household expenditure on Other miscellaneous goods and services for Population centre 500,000 to 999,999 in 2021?",$879.0
"What was the average household expenditure on Fines for Population centre 500,000 to 999,999 in 2021?",$41.0
"What was the average household expenditure on Legal services not related to dwellings for Population centre 500,000 to 999,999 in 2021?",$nan
"What was the average household expenditure on Dues to unions and professional associations for Population centre 500,000 to 999,999 in 2021?",$354.0
"What was the average household expenditure on Contributions and dues for social clubs and other organizations for Population centre 500,000 to 999,999 in 2021?",$46.0
"What was the average household expenditure on Funeral services for Population centre 500,000 to 999,999 in 2021?",$97.0
"What was the average household expenditure on Government services for Population centre 500,000 to 999,999 in 2021?",$49.0
"What was the average household expenditure on Wholesale/retail memberships for Population centre 500,000 to 999,999 in 2021?",$90.0
"What was the average household expenditure on Convenience fees for Population centre 500,000 to 999,999 in 2021?",$nan
"What was the average household expenditure on Other goods and services for Population centre 500,000 to 999,999 in 2021?",$nan
"What was the average household expenditure on Discounts and refunds for Population centre 500,000 to 999,999 in 2021?",$nan
"What was the average household expenditure on Recycling fees and other environmental fees for Population centre 500,000 to 999,999 in 2021?",$nan
"What was the average household expenditure on Other general expenditures for Population centre 500,000 to 999,999 in 2021?",$nan
"What was the average household expenditure on Income taxes for Population centre 500,000 to 999,999 in 2021?",$17227.0
"What was the average household expenditure on Personal insurance payments and pension contributions for Population centre 500,000 to 999,999 in 2021?",$5955.0
"What was the average household expenditure on Employment insurance and Quebec parental insurance premiums for Population centre 500,000 to 999,999 in 2021?",$730.0
"What was the average household expenditure on Retirement and pension fund payments for Population centre 500,000 to 999,999 in 2021?",$4635.0
"What was the average household expenditure on Premiums on life, term and endowment insurance for Population centre 500,000 to 999,999 in 2021?",$590.0
"What was the average household expenditure on Gifts of money, support payments and charitable contributions for Population centre 500,000 to 999,999 in 2021?",$1654.0
"What was the average household expenditure on Gifts of money and support payments for Population centre 500,000 to 999,999 in 2021?",$860.0
"What was the average household expenditure on Gifts of money to persons living in Canada for Population centre 500,000 to 999,999 in 2021?",$470.0
"What was the average household expenditure on Gifts of money to persons living outside Canada for Population centre 500,000 to 999,999 in 2021?",$200.0
"What was the average household expenditure on Alimony and child support for Population centre 500,000 to 999,999 in 2021?",$nan
"What was the average household expenditure on Charitable contributions for Population centre 500,000 to 999,999 in 2021?",$794.0
"What was the average household expenditure on Total expenditure for Population centre 250,000 to 499,999 in 2021?",$94191.0
"What was the average household expenditure on Total current consumption for Population centre 250,000 to 499,999 in 2021?",$67055.0
"What was the average household expenditure on Food expenditures for Population centre 250,000 to 499,999 in 2021?",$9480.0
"What was the average household expenditure on Food purchased from stores for Population centre 250,000 to 499,999 in 2021?",$7112.0
"What was the average household expenditure on Bakery products for Population centre 250,000 to 499,999 in 2021?",$725.0
"What was the average household expenditure on Cereal grains and cereal products for Population centre 250,000 to 499,999 in 2021?",$390.0
