question,answer
Tell me about Artspeak Gallery.,"Artspeak Gallery is located at 233 Carrall St, Vancouver, BC, V6B 2J2. It is in the Downtown area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by Non-Profit. It is currently active. You can find more information at: www.artspeak.ca/?."
Tell me about Audain Gallery.,"Audain Gallery is located at 149 W Hastings St, Vancouver, BC, V6B 1H4. It is in the Downtown area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by Other. It is currently active. You can find more information at: https://www.sfu.ca/galleries/audain-gallery.html."
Tell me about Back Gallery Project.,"Back Gallery Project is located at 602 E Hastings St, Vancouver, BC, V6A 1R1. It is in the Strathcona area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by Privately Owned. It is currently active. You can find more information at: http://www.backgalleryproject.com/."
Tell me about Basic Inquiry.,"Basic Inquiry is located at 1011 Main St, Vancouver, BC, V6A 4L4. It is in the Downtown area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by Privately Owned. It is currently active. You can find more information at: http://www.lifedrawing.org/index.html."
Tell me about Bloedel Conservatory.,"Bloedel Conservatory is located at 4600 Cambie St, Vancouver, BC, V5Y 2M5. It is in the Riley Park area. It is a Museum/Gallery primarily used for Garden/Aquarium/Science Centre. The space is owned by Park Board/COV. It is currently active. You can find more information at: http://vancouver.ca/parks-recreation-culture/bloedel-conservatory.aspx."
Tell me about Cambrian Hall.,"Cambrian Hall is located at 215 E 17th Av, Vancouver, BC, V5V 1A6. It is in the Riley Park area. It is a Community Space primarily used for Community Centre/Hall. The space is owned by Privately Owned. It has 129 seats. It is currently active. You can find more information at: http://www.welshsociety.com/Lab5/."
Tell me about Carousel Theatre for Young People.,"Carousel Theatre for Young People is located at 1411 Cartwright St, Vancouver, BC, V6H 3R7. It is in the Fairview area. It is a Studio/Rehearsal primarily used for Rehearsal Studio. The space is owned by Government. It is currently active. You can find more information at: www.carouseltheatre.ca."
Tell me about CBC Studio 700.,"CBC Studio 700 is located at 700 Hamilton, Vancouver, BC, V6B 2R5. It is in the Downtown area. It is a Theatre/Performance primarily used for Performance Space. The space is owned by Government. It has 140 seats. It is currently active. You can find more information at: http://www.cbc.ca/bc/communityspaces/studio700.html#igImgId_11630."
Tell me about Center for Digital Media.,"Center for Digital Media is located at 555 Great Northern Way, Vancouver, BC, V5T 1E2. It is in the Strathcona area. It is a Educational primarily used for Educational Institution. The space is owned by Government. It is currently active. You can find more information at: www.gnwc.ca."
"Tell me about Centre A, Centre For Contemporary Asian Art.","Centre A, Centre For Contemporary Asian Art is located at 229 E Georgia St, Vancouver, BC, V6A 1Z6. It is in the Strathcona area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by Privately Owned. It is currently active. You can find more information at: http://centrea.org."
Tell me about Ceperley Meadow.,"Ceperley Meadow is located at , Vancouver, BC,. It is a Community Space primarily used for Plaza/Park/Band Shell. The space is owned by City of Vancouver. It is currently active."
"Tell me about Chapel Arts, The.","Chapel Arts, The is located at 304 Dunlevy St, Vancouver, BC, V6A 3Y4. It is in the Strathcona area. It is a Theatre/Performance primarily used for Performance Space. The space is owned by Privately Owned. It is currently active. You can find more information at: www.chapelarts.com?."
Tell me about Charles H. Scott Gallery.,"Charles H. Scott Gallery is located at 1399 Johnston St, Vancouver, BC, V6H 2R9. It is in the Fairview area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by Government. It is currently active. You can find more information at: www.chscott.ecuad.ca?."
Tell me about Circle Craft Co-Operative Shop & Gallery.,"Circle Craft Co-Operative Shop & Gallery is located at 1666 Johnston St, Vancouver, BC, V6H 3S2. It is in the Fairview area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by Government. It is currently active. You can find more information at: www.circlecraft.net/."
Tell me about City of Vancouver Artist Studio.,"City of Vancouver Artist Studio is located at 1202 E Pender St, Vancouver, BC, V6A 1W8. It is in the Strathcona area. It is a Studio/Rehearsal primarily used for Artist Studio w/Residence. The space is owned by City of Vancouver. It is currently active. You can find more information at: https://vancouver.ca/people-programs/artist-live-work-studio-program.aspx."
Tell me about Clayzone Ceramics Gallery.,"Clayzone Ceramics Gallery is located at 661 E 15th Av, Vancouver, BC,. It is in the Mount Pleasant area. It is a Educational primarily used for Educational Institution. The space is owned by Privately Owned. It is currently active. You can find more information at: www.clayzoneceramics.com."
Tell me about Creekside Park.,"Creekside Park is located at 1455 Quebec St, Vancouver, BC, V6A 3Z7. It is in the Downtown area. It is a Community Space primarily used for Plaza/Park/Band Shell. The space is owned by City of Vancouver. It is currently active."
Tell me about Croatian Cultural Centre.,"Croatian Cultural Centre is located at 3250 Commercial Dr, Vancouver, BC, V5N 4E4. It is in the Kensington-Cedar Cottage area. It is a Community Space primarily used for Community Centre/Hall. The space is owned by Non-Profit. It is currently active. You can find more information at: www.croatiancentre.com."
Tell me about Crystal Ballroom.,"Crystal Ballroom is located at 768 Sw Marine Dr, Vancouver, BC, V6P 5Y7. It is in the Marpole area. It is a Educational primarily used for Educational Institution. The space is owned by Privately Owned. It is currently active. You can find more information at: www.crystalballrom.ca."
Tell me about David Lam Park.,"David Lam Park is located at 1300 Pacific Blvd, Vancouver, BC, V6Z 2V1. It is in the Downtown area. It is a Community Space primarily used for Plaza/Park/Band Shell. The space is owned by City of Vancouver. It is currently active."
Tell me about Douglas Reynolds Gallery.,"Douglas Reynolds Gallery is located at 2335 Granville St, Vancouver, BC, V6H 3G4. It is in the Fairview area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by Privately Owned. It is currently active. You can find more information at: www.douglasreynoldsgallery.com."
Tell me about Dynamo Arts Association.,"Dynamo Arts Association is located at 30 E 6th Ave, Vancouver, BC, V5T 1J4. It is in the Mount Pleasant area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by Privately Owned. It is currently active. You can find more information at: www.dynamoarts.tumblr.com?."
"Tell me about Earl Kraul & Grant Strate Studio, The.","Earl Kraul & Grant Strate Studio, The is located at 677 Davie St, Vancouver, BC, V6B 2G6. It is in the Downtown area. It is a Studio/Rehearsal primarily used for Rehearsal Studio. The space is owned by Privately Owned. It is currently active. You can find more information at: www.thedancecentre.ca?."
"Tell me about Edge, The.","Edge, The is located at 289 Alexander St, Vancouver, BC, V6A 4H6. It is in the Strathcona area. It is a Studio/Rehearsal primarily used for Artist Studio w/Residence. The space is owned by Privately Owned. It is currently active."
Tell me about Elissa Cristall Galleries.,"Elissa Cristall Galleries is located at 2239 Granville St, Vancouver, BC, V6H 3G1. It is in the Fairview area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by Privately Owned. It is currently active. You can find more information at: http://cristallgallery.com."
Tell me about Emily Carr Institute of Art + Design.,"Emily Carr Institute of Art + Design is located at 1399 Johnston St, Vancouver, BC, V6H 2R9. It is in the Fairview area. It is a Educational primarily used for Educational Institution. The space is owned by Government. It is currently active. You can find more information at: www.ecuad.ca."
Tell me about Emily Carr Institute of Art + Design.,"Emily Carr Institute of Art + Design is located at 1535 W 3rd Av, Vancouver, BC, V6J 1J8. It is in the Fairview area. It is a Educational primarily used for Educational Institution. It is currently active."
Tell me about Equinox Gallery.,"Equinox Gallery is located at 525 Great Northern Way, Vancouver, BC, V5T 1E1. It is in the Strathcona area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by Privately Owned. It is currently active. You can find more information at: www.equinoxgallery.com."
"Tell me about Faris Family Studio, The.","Faris Family Studio, The is located at 677 Davie St, Vancouver, BC, V6B 2G6. It is in the Downtown area. It is a Theatre/Performance primarily used for Theatre. The space is owned by Non-Profit. It has 154 seats. It is currently active."
Tell me about Forge and Form.,"Forge and Form is located at 1334 Cartwright St, Vancouver, BC, V6H 3R8. It is in the Fairview area. It is a Studio/Rehearsal primarily used for Artist Studio. The space is owned by Government. It is currently active. You can find more information at: www.forgeandform.com."
Tell me about Fox Cabaret.,"Fox Cabaret is located at 2321 Main St, Vancouver, BC, V5T 3C9. It is in the Mount Pleasant area. It is a Café/Restaurant/Bar primarily used for Bar/Lounge/Cabaret. The space is owned by Privately Owned. It is currently active. You can find more information at: http://www.foxcabaret.com/."
Tell me about Gallery 295.,"Gallery 295 is located at 295 E 2nd Ave, Vancouver, BC, V5T 1B8. It is in the Strathcona area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by Privately Owned. It is currently active. You can find more information at: http://gallery295.com/295/."
Tell me about Goh Ballet Academy.,"Goh Ballet Academy is located at 2345 Main St, Vancouver, BC, V5T 3C9. It is in the Mount Pleasant area. It is a Educational primarily used for Educational Institution. The space is owned by Privately Owned. It is currently active. You can find more information at: www.gohballet.com."
Tell me about Granville Street/ Entertainment District.,"Granville Street/ Entertainment District is located at , Vancouver, BC,. It is in the Downtown area. It is a Community Space primarily used for Plaza/Park/Band Shell. The space is owned by City of Vancouver. It is currently active."
Tell me about Haywood Bandstand.,"Haywood Bandstand is located at 1755 Beach Av, Vancouver, BC,. It is in the West End area. It is a Community Space primarily used for Plaza/Park/Band Shell. The space is owned by Park Board/COV. It is currently active."
Tell me about Holy Trinity Ukrainian Orthodox Cathedral.,"Holy Trinity Ukrainian Orthodox Cathedral is located at 154 E 10th Av, Vancouver, BC, V5T 1Z4. It is in the Mount Pleasant area. It is a Community Space primarily used for Place of Worship. The space is owned by Other. It has 250 seats. It is currently active. You can find more information at: http://uocvancouver.com/."
Tell me about Inuit Gallery of Vancouver.,"Inuit Gallery of Vancouver is located at 206 Cambie St, Vancouver, BC, V6B 2M9. It is in the Downtown area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by Privately Owned. It is currently active. You can find more information at: www.inuit.com."
Tell me about James Tan Gallery.,"James Tan Gallery is located at 437 Columbia St, Vancouver, BC, V6A 2R9. It is in the Downtown area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by Privately Owned. It is currently active. You can find more information at: http://www.jamestan.com/home.htm."
Tell me about Jericho Arts Centre.,"Jericho Arts Centre is located at 1675 Discovery St, Vancouver, BC, V6R 2K5. It is in the West Point Grey area. It is a Theatre/Performance primarily used for Theatre. The space is owned by Park Board/COV. It has 135 seats. It is currently active. You can find more information at: www.jerichoartscentre.com?."
Tell me about Karen Flamenco Dance Soc..,"Karen Flamenco Dance Soc. is located at 60 W 7th Av, Vancouver, BC, V5Y 1L6. It is in the Mount Pleasant area. It is a Studio/Rehearsal primarily used for Rehearsal Studio. The space is owned by Privately Owned. It is currently active. You can find more information at: http://karenflamenco.com."
Tell me about Kitsilano War Memorial Community Centre.,"Kitsilano War Memorial Community Centre is located at 2690 Larch St, Vancouver, BC, V6K 4K9. It is in the Kitsilano area. It is a Community Space primarily used for Community Centre/Hall. The space is owned by Park Board/COV. It is currently active. You can find more information at: http://vancouver.ca/parks-recreation-culture/kitsilano-war-memorial-community-centre.aspx."
Tell me about La Maison De La Francophonie De Vancouver.,"La Maison De La Francophonie De Vancouver is located at 1555 W 7th Av, Vancouver, BC, V6J 1S1. It is in the Fairview area. It is a Community Space primarily used for Community Centre/Hall. The space is owned by Privately Owned. It is currently active. You can find more information at: www.lamaison.bc.ca."
"Tell me about Landing Dance Centre, The.","Landing Dance Centre, The is located at 270 Sw Marine Dr, Vancouver, BC, V5X 2R5. It is in the Marpole area. It is a Educational primarily used for Educational Institution. The space is owned by Privately Owned. It is currently active. You can find more information at: www.thelandingdance.com."
Tell me about Lobby Gallery.,"Lobby Gallery is located at 6476 NW Marine Dr, Vancouver, BC,. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by Other. It is currently active. You can find more information at: http://www.ligi.ubc.ca/LobbyGallery.htm."
Tell me about Maclean Field House.,"Maclean Field House is located at 710 Keefer St, Vancouver, BC, V6A 1Y5. It is in the Strathcona area. It is a Studio/Rehearsal primarily used for Artist Studio. The space is owned by Park Board/COV. It is currently active. You can find more information at: http://vancouver.ca/parks-recreation-culture/urban-weavers-artists-and-scientist.aspx."
Tell me about Malaspina Printmakers Gallery.,"Malaspina Printmakers Gallery is located at 1555 Duranleau St, Vancouver, BC, V6H 3S3. It is in the Fairview area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by Government. It is currently active. You can find more information at: www.malaspinaprintmakers.com?."
Tell me about Marion Scott Gallery.,"Marion Scott Gallery is located at 2423 Granville St, Vancouver, BC, V6H 3G5. It is in the Fairview area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by Privately Owned. It is currently active. You can find more information at: www.marionscottgallery.com."
Tell me about Mascall Dance.,"Mascall Dance is located at 1130 Jervis St, Vancouver, BC, V6E 2C7. It is in the West End area. It is a Studio/Rehearsal primarily used for Rehearsal Studio. The space is owned by Privately Owned. It is currently active. You can find more information at: www.mascalldance.ca?."
Tell me about Memorial South Park Field House.,"Memorial South Park Field House is located at 5955 Ross St, Vancouver, BC, V5W 1T7. It is in the Sunset area. It is a Studio/Rehearsal primarily used for Artist Studio. The space is owned by Park Board/COV. It is currently active. You can find more information at: http://vancouver.ca/parks-recreation-culture/memorial-south-park-fieldhouse.aspx."
Tell me about Moberly Arts and Culture Centre.,"Moberly Arts and Culture Centre is located at 7646 Prince Albert St, Vancouver, BC, V5X 3Z4. It is in the Sunset area. It is a Community Space primarily used for Community Centre/Hall. The space is owned by Park Board/COV. It is currently active. You can find more information at: www.mysunset.net."
Tell me about Morris and Helen Belkin Art Gallery.,"Morris and Helen Belkin Art Gallery is located at 1825 Main Mall, Vancouver, BC, V6T 1Z2. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by Other. It is currently active. You can find more information at: http://www.belkin.ubc.ca/."
Tell me about Mount Pleasant Community Centre.,"Mount Pleasant Community Centre is located at 1 Kingsway, Vancouver, BC, V5T 3H7. It is in the Mount Pleasant area. It is a Community Space primarily used for Community Centre/Hall. The space is owned by Park Board/COV. It is currently active. You can find more information at: http://www.mountpleasantcc.ca/."
Tell me about Musqueam Cultural Education Resource Centre.,"Musqueam Cultural Education Resource Centre is located at 4000 Musqueam Av, Vancouver, BC, V6N 4C6. It is in the Dunbar-Southlands area. It is a Community Space primarily used for Community Centre/Hall. The space is owned by Other. It is currently active. You can find more information at: http://www.musqueam.bc.ca/."
Tell me about Norman Rothstein Theatre.,"Norman Rothstein Theatre is located at 950 W 41st Av, Vancouver, BC, V5Z 2N7. It is in the Oakridge area. It is a Theatre/Performance primarily used for Theatre. The space is owned by Privately Owned. It has 318 seats. It is currently active. You can find more information at: www.normanrothsteintheatre.com?."
Tell me about Octopus Studios.,"Octopus Studios is located at 393 Powell St, Vancouver, BC, V6A 1G5. It is in the Strathcona area. It is a Studio/Rehearsal primarily used for Artist Studio. The space is owned by Privately Owned. It is currently active."
Tell me about Old Auditorium.,"Old Auditorium is located at 6344 Memorial Rd, Vancouver, BC, V6T 1Z2. It is a Theatre/Performance primarily used for Theatre. The space is owned by Government. It has 530 seats. It is currently active. You can find more information at: http://www.music.ubc.ca/about-us/facilities/old-auditorium.html."
Tell me about Our Town Café.,"Our Town Café is located at 245 E Broadway, Vancouver, BC, V5T 1W4. It is in the Mount Pleasant area. It is a Café/Restaurant/Bar primarily used for Café/Restaurant. The space is owned by Privately Owned. It is currently active."
Tell me about Pacific Theatre.,"Pacific Theatre is located at 1440 W 12th Av, Vancouver, BC, V6H 1M8. It is in the Fairview area. It is a Theatre/Performance primarily used for Theatre. The space is owned by Privately Owned. It has 128 seats. It is currently active. You can find more information at: www.pacifictheatre.org?."
Tell me about Pandora Park  Fieldhouse.,"Pandora Park  Fieldhouse is located at 2325 Franklin st, Vancouver, BC, V5L 1S1. It is in the Grandview-Woodland area. It is a Studio/Rehearsal primarily used for Artist Studio. The space is owned by Park Board/COV. It is currently active. You can find more information at: http://cfapp.vancouver.ca/parkfinder_wa/index.cfm?fuseaction=FAC.ParkDetails&park_id=57."
Tell me about Pandora's Box Rehearsal Studios.,"Pandora's Box Rehearsal Studios is located at 1890 Pandora St, Vancouver, BC, V5L 1M5. It is in the Grandview-Woodland area. It is a Studio/Rehearsal primarily used for Film/Recording Studio. The space is owned by Privately Owned. It is currently active. You can find more information at: http://www.pandorasboxstudios.com/."
Tell me about Pendulum Gallery.,"Pendulum Gallery is located at 885 W Georgia St, Vancouver, BC, V6C 3E8. It is in the Downtown area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by Privately Owned. It is currently active. You can find more information at: www.pendulumgallery.bc.ca?."
Tell me about Peretz Centre for Secular Jewish Culture.,"Peretz Centre for Secular Jewish Culture is located at 6184 Ash St, Vancouver, BC, V5Z 3G9. It is in the Oakridge area. It is a Community Space primarily used for Community Centre/Hall. The space is owned by Non-Profit. It is currently active. You can find more information at: http://www.peretz-centre.org/index.html."
Tell me about Performing Arts Lodge (PAL).,"Performing Arts Lodge (PAL) is located at 581 Cardero St, Vancouver, BC, V6G 3L2. It is in the Downtown area. It is a Studio/Rehearsal primarily used for Artist Housing. The space is owned by Non-Profit. It is currently active. You can find more information at: http://www.palvancouver.org/?q=pal-theatre."
Tell me about Peter Kiss Gallery.,"Peter Kiss Gallery is located at 1327 Railspur Alley, Vancouver, BC, V6H 4G9. It is in the Fairview area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by Privately Owned. It is currently active. You can find more information at: www.peterkiss.com."
Tell me about Plaza of Nations.,"Plaza of Nations is located at 750 Pacific Blvd, Vancouver, BC, V6B 5E7. It is in the Downtown area. It is a Community Space primarily used for Plaza/Park/Band Shell. The space is owned by Privately Owned. It is currently active. You can find more information at: www.plazaofnations.com?."
Tell me about Portside Studios.,"Portside Studios is located at 150 Mclean Dr, Vancouver, BC, V5L 3L1. It is in the Grandview-Woodland area. It is a Studio/Rehearsal primarily used for Artist Studio. The space is owned by Privately Owned. It is currently active."
Tell me about Purple Thistle at Mergatroid Building.,"Purple Thistle at Mergatroid Building is located at 975 Vernon Drive, Vancouver, BC, V6A 3P2. It is in the Strathcona area. It is a Studio/Rehearsal primarily used for Artist Studio. The space is owned by Privately Owned. It is currently active. You can find more information at: www.purplethistle.ca?."
Tell me about Queen Elizabeth Park- Artist Residence.,"Queen Elizabeth Park- Artist Residence is located at 4600 Cambie St, Vancouver, BC, V5Y 2M5. It is in the Riley Park area. It is a Studio/Rehearsal primarily used for Artist Studio. The space is owned by Park Board/COV. It is currently active. You can find more information at: http://vancouver.ca/parks-recreation-culture/queen-elizabeth-park.aspx."
Tell me about Railtown Studios.,"Railtown Studios is located at 321 Railway St, Vancouver, BC, V6A 1A4. It is in the Strathcona area. It is a Studio/Rehearsal primarily used for Artist Studio. The space is owned by Privately Owned. It is currently active. You can find more information at: http://railtownstudios.com/."
Tell me about Ray-Cam Co-Operative Center.,"Ray-Cam Co-Operative Center is located at 920 E Hastings St, Vancouver, BC, V6A 3T1. It is in the Strathcona area. It is a Community Space primarily used for Community Centre/Hall. The space is owned by Park Board/COV. It is currently active. You can find more information at: http://vancouver.ca/parks-recreation-culture/ray-cam-co-operative-centre.aspx."
Tell me about Red Gate Arts.,"Red Gate Arts is located at 855 E Hastings St, Vancouver, BC, V6A 1R8. It is in the Strathcona area. It is a Studio/Rehearsal primarily used for Artist Studio. The space is owned by Privately Owned. It is currently active."
"Tell me about Rhythm Room, The.","Rhythm Room, The is located at 8713 Cambie St, Vancouver, BC,. It is in the Marpole area. It is a Studio/Rehearsal primarily used for Rehearsal Studio. The space is owned by Privately Owned. It is currently active. You can find more information at: www.s2sproductions.com."
Tell me about Rogers Arena.,"Rogers Arena is located at 800 Griffiths Way, Vancouver, BC, V6B 6G1. It is in the Downtown area. It is a Community Space primarily used for Arena/Stadium. The space is owned by Privately Owned. It has 20000 seats. It is currently active. You can find more information at: http://rogersarena.com/."
Tell me about Roundhouse Community Centre.,"Roundhouse Community Centre is located at 181 Roundhouse Mews, Vancouver, BC, V6Z 2W3. It is in the Downtown area. It is a Community Space primarily used for Community Centre/Hall. The space is owned by City of Vancouver. It is currently active. You can find more information at: www.roundhouse.ca?."
Tell me about Roy Barnett Recital Hall.,"Roy Barnett Recital Hall is located at 6361 Memorial Rd, Vancouver, BC, V6T 1Z2. It is a Theatre/Performance primarily used for Performance Space. The space is owned by Other. It has 255 seats. It is currently active. You can find more information at: http://www.music.ubc.ca/about-us/facilities/roy-barnett-recital-hall.html."
Tell me about St James Community Square.,"St James Community Square is located at 3214 W 10th Av, Vancouver, BC, V6K 2L2. It is in the Kitsilano area. It is a Theatre/Performance primarily used for Performance Space. The space is owned by Privately Owned. It is currently active. You can find more information at: www.sjcommunitysquare.org."
Tell me about Sunset Community Centre.,"Sunset Community Centre is located at 6810 Main St, Vancouver, BC, V5X 0A1. It is in the Sunset area. It is a Community Space primarily used for Community Centre/Hall. The space is owned by Park Board/COV. It is currently active. You can find more information at: http://www.mysunset.net/."
Tell me about Taiwanese Canadian Cultural Society.,"Taiwanese Canadian Cultural Society is located at 8853 Selkirk St, Vancouver, BC, V6P 4J6. It is in the Marpole area. It is a Community Space primarily used for Community Centre/Hall. The space is owned by Privately Owned. It is currently active. You can find more information at: www.tccs.ca."
Tell me about The Apartment.,"The Apartment is located at 119B E Pender St, Vancouver, BC, V6A 1T6. It is in the Downtown area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by Privately Owned. It is currently active. You can find more information at: http://theapt.ca/filter/Exhibition."
Tell me about Thunderbird Community Centre.,"Thunderbird Community Centre is located at 2311 Cassiar St, Vancouver, BC, V5M 3X3. It is in the Hastings-Sunrise area. It is a Community Space primarily used for Community Centre/Hall. The space is owned by Park Board/COV. It is currently active. You can find more information at: http://vancouver.ca/parks-recreation-culture/thunderbird-community-centre.aspx."
Tell me about Trout Lake Community Centre.,"Trout Lake Community Centre is located at 3360 Victoria Dr, Vancouver, BC, V5N 4M4. It is in the Kensington-Cedar Cottage area. It is a Community Space primarily used for Community Centre/Hall. The space is owned by Park Board/COV. It is currently active. You can find more information at: https://vancouver.ca/parks-recreation-culture/trout-lake-community-centre.aspx."
Tell me about Uno Langmann Limited Fine Arts.,"Uno Langmann Limited Fine Arts is located at 2117 Granville St, Vancouver, BC, V6H 3E9. It is in the Fairview area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by Privately Owned. It is currently active. You can find more information at: www.langmann.com."
Tell me about Uzume Taiko Drum Group Society.,"Uzume Taiko Drum Group Society is located at 1254 Frances St, Vancouver, BC, V6A 1Z5. It is in the Strathcona area. It is a Studio/Rehearsal primarily used for Rehearsal Studio. The space is owned by Privately Owned. It is currently active. You can find more information at: www.uzume.com?."
Tell me about Vancouver Aboriginal Friendship Centre.,"Vancouver Aboriginal Friendship Centre is located at 1607 E Hastings St, Vancouver, BC, V5L 1S9. It is in the Grandview-Woodland area. It is a Community Space primarily used for Community Centre/Hall. The space is owned by Other. It is currently active. You can find more information at: http://www.vafcs.org/."
Tell me about Vancouver Adapted Music.,"Vancouver Adapted Music is located at 4225 Laurel St, Vancouver, BC, V5Z 2G9. It is in the South Cambie area. It is a Studio/Rehearsal primarily used for Film/Recording Studio. The space is owned by Privately Owned. It is currently active. You can find more information at: www.vams.org/."
Tell me about Vancouver Aquarium.,"Vancouver Aquarium is located at 845 Avison Way, Vancouver, BC, V6G 3E2. It is a Museum/Gallery primarily used for Garden/Aquarium/Science Centre. The space is owned by City of Vancouver. It is currently active. You can find more information at: www.vanaqua.org?."
Tell me about Vancouver Art Gallery Offsite.,"Vancouver Art Gallery Offsite is located at 1100 W Georgia St, Vancouver, BC, V6E 0A8. It is in the West End area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by City of Vancouver. It is currently active. You can find more information at: http://www.vanartgallery.bc.ca/the_exhibitions/public_art.html."
Tell me about Vancouver Burlesque Centre.,"Vancouver Burlesque Centre is located at 124 W 6th Av, Vancouver, BC, V5Y 1K6. It is in the Mount Pleasant area. It is a Studio/Rehearsal primarily used for Rehearsal Studio. The space is owned by Privately Owned. It is currently active. You can find more information at: http://www.vancouverburlesquecentre.ca/."
Tell me about Vancouver Community Laboratory.,"Vancouver Community Laboratory is located at 1907 Triumph St, Vancouver, BC, V5L 1K6. It is in the Grandview-Woodland area. It is a Studio/Rehearsal primarily used for Workshop. It is currently active. You can find more information at: http://vancommunitylab.com/."
Tell me about Vancouver Contemporary Art Gallery.,"Vancouver Contemporary Art Gallery is located at 555 Nelson St, Vancouver, BC, V6B 6R5. It is in the Downtown area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by Privately Owned. It is currently active. You can find more information at: www.contemporaryartgallery.ca?."
Tell me about Vancouver East Cultural Centre- Historic Theatre.,"Vancouver East Cultural Centre- Historic Theatre is located at 1895 Venables St, Vancouver, BC, V5L 2H6. It is in the Grandview-Woodland area. It is a Theatre/Performance primarily used for Theatre. The space is owned by City of Vancouver. It has 195 seats. It is currently active. You can find more information at: www.thecultch.com?."
Tell me about Vancouver Japanese Language School and Japanese Hall.,"Vancouver Japanese Language School and Japanese Hall is located at 475 Alexander St, Vancouver, BC, V6A 1C6. It is in the Strathcona area. It is a Community Space primarily used for Community Centre/Hall. The space is owned by Non-Profit. It is currently active. You can find more information at: http://www.vjls-jh.com."
Tell me about Vancouver Maritime Museum.,"Vancouver Maritime Museum is located at 1905 Ogden Av, Vancouver, BC, V6J 1A3. It is in the Kitsilano area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by City of Vancouver. It is currently active. You can find more information at: www.vancouvermaritimemuseum.com."
Tell me about Vancouver Playhouse Theatre.,"Vancouver Playhouse Theatre is located at 600 Hamilton St, Vancouver, BC, V6B 6A1. It is in the Downtown area. It is a Theatre/Performance primarily used for Theatre. The space is owned by City of Vancouver. It has 668 seats. It is currently active. You can find more information at: http://vancouver.caparks-recreation-culture/vancouver-playhouse.aspx."
Tell me about Vanier Park.,"Vanier Park is located at 1000 Chestnut St, Vancouver, BC, V6J 3J9. It is in the Kitsilano area. It is a Community Space primarily used for Plaza/Park/Band Shell. The space is owned by City of Vancouver. It is currently active."
Tell me about Visual Arts Studio-SFU School for the Contemporary Arts.,"Visual Arts Studio-SFU School for the Contemporary Arts is located at 611 Alexander St, Vancouver, BC, V6A 1E1. It is in the Strathcona area. It is a Educational primarily used for Educational Institution. The space is owned by Privately Owned. It is currently active. You can find more information at: http://www.sfu.ca/sca/index.php/programs/visual-arts."
Tell me about Vivo Media Arts Centre.,"Vivo Media Arts Centre is located at 1965 Main St, Vancouver, BC, V5T 3C1. It is in the Mount Pleasant area. It is a Studio/Rehearsal primarily used for Film/Recording Studio. The space is owned by Privately Owned. It is currently active. You can find more information at: www.vivomediaarts.com."
Tell me about Vogue Theatre.,"Vogue Theatre is located at 918 Granville St, Vancouver, BC, V6Z 1L2. It is in the Downtown area. It is a Theatre/Performance primarily used for Theatre. The space is owned by Privately Owned. It has 1136 seats. It is currently active. You can find more information at: www.voguetheatre.com."
Tell me about West 6Th Artists Studios.,"West 6Th Artists Studios is located at 1573 W 6th Av, Vancouver, BC, V6J 1R1. It is in the Fairview area. It is a Studio/Rehearsal primarily used for Artist Studio. The space is owned by City of Vancouver. It is currently active."
Tell me about William Clark Studios.,"William Clark Studios is located at 1310 William St, Vancouver, BC, V5L 2P5. It is in the Grandview-Woodland area. It is a Studio/Rehearsal primarily used for Artist Studio. The space is owned by Privately Owned. It is currently active."
Tell me about Winsor Gallery.,"Winsor Gallery is located at 258 E 1st Ave, Vancouver, BC, V5T 1A6. It is in the Strathcona area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by Privately Owned. It is currently active. You can find more information at: www.winsorgallery.com."
Tell me about Wise Club Hall.,"Wise Club Hall is located at 1882 Adanac St, Vancouver, BC, V5L 2E2. It is in the Grandview-Woodland area. It is a Theatre/Performance primarily used for Performance Space. The space is owned by Non-Profit. It has 225 seats. It is currently active. You can find more information at: www.wisehall.ca."
